Number of Elements,Standard Merge Sort Time (in ns),Parallel Merge Sort Time (in ns),Partially Parallel Merge Sort Time (in ns),Java Parallel Merge Sort Time (in ns)
440737,40035600,14066900,19442800,2152299
796828,76500000,22718700,26552200,3668500
714867,95665600,47000001,24515200,3433799
776364,74889001,22927200,27849499,3776100
214928,19253301,13971899,16925300,1111800
992468,97930600,28191601,83144201,4805501
44811,3651500,6449400,14192400,298900
990492,96279401,37847600,52351500,5133400
304071,27270900,10367201,18402199,1502500
250939,22501700,9759300,16080999,1265400
759810,72578300,31170300,52984700,3621400
560335,53221300,42542901,21984099,2741800
14877,1085000,7499799,13795300,313300
185283,16438400,8379100,16905900,943599
879135,85145199,26062700,28183901,4359500
827528,80959300,71615600,61144200,4254100
187937,17089999,8452900,16189200,1073700
217861,19987400,10315100,43018700,1328500
111450,9372100,16753599,15369000,871700
396910,35698800,12990901,62369101,2397500
102010,8722700,8683800,15731700,519901
642891,60813400,43206200,22963700,3262400
246927,26970800,10316800,16880501,1416600
85876,7264200,12399200,14689200,499399
739616,99736100,21184600,28493600,3640601
807559,78375899,24482000,30784500,3907201
358910,32371400,12215800,18816400,1833599
281049,25552899,10073800,18295300,1434299
980209,96595600,57082599,32013800,4985599
998375,97515300,26700500,32265500,4666700
990653,97864499,28644701,61622201,4793801
977803,95708900,27615500,30183801,4897100
525553,49675900,18544800,22230201,2390400
26176,2180500,10305100,14092800,435500
769915,74254700,21678100,81370400,29128800
407911,37725699,12609200,21127201,2035901
426913,38941301,16636401,22409200,2230900
978343,95908700,29382500,29923300,5275000
566001,53857500,16910099,49242200,26444400
26907,2040800,6165600,14098100,250900
551546,52886700,16646299,22434501,2658600
89119,7690900,11903099,14041100,484401
293415,26207501,11627100,19593100,1462100
895661,86998500,24901700,30070600,4427400
176326,15931699,18967399,15840699,1056700
587564,55904000,54358800,26302100,2979399
254623,23256400,12539801,16849400,1468500
483220,44993300,18087800,21175500,2402500
180828,16031000,8767401,15245299,968501
395078,35548101,13008601,19131500,1946701
429090,39268500,38488500,19585800,2171900
124420,10790400,32770700,34031200,648401
797558,106008301,35662100,35358500,3923801
797929,77809100,23782600,28313500,3877600
245926,21753800,9678599,17013200,1322400
475527,43508699,39481900,20889999,2351201
697904,67395000,48267200,26779100,3300800
895305,86618499,26181500,28851501,4358999
808601,79474799,25053700,27289300,3751200
716359,69422500,52711500,25547300,3448401
339680,30925699,19979600,28162201,1914500
300131,26962999,11449499,18197600,1415401
833101,81429700,25265400,29020200,4473200
405160,37093199,39521300,21341000,2031401
938828,121908601,25408700,55454299,4482800
181359,16049999,8521800,16343800,1306899
654400,62405700,19042601,24046800,3403901
68242,5919799,9318800,17325800,382400
572172,54322699,17305499,22534200,2721899
265906,24558300,48198299,43840900,1235099
572870,55040100,17575699,22600200,2632999
891148,87604401,25252299,33310000,4430500
110269,9850900,8139300,15285201,557499
119471,10186600,7701900,14779399,726600
276309,25271100,10030900,18653999,1605500
107140,9221900,7517799,14845100,586100
548191,78859900,16179300,22182001,26744200
11005,802300,6656601,13212299,239400
709997,69657900,21409800,24945700,27473301
231211,20203600,9931100,15566900,1265400
83084,6896700,21240299,21793201,449400
797108,77046900,21779900,28213499,3842199
630050,88401800,18101700,24876300,2877800
7869,562800,7135400,13486600,141600
857558,84365900,48948500,28778100,4159699
572609,54658499,16769101,21432901,2786800
987911,95791899,56100900,30142999,4897901
493790,46012600,15476999,38483400,2359001
720059,68467101,20409800,24725200,3448300
400793,36605201,13841000,18598500,1942301
67257,5838599,6985799,13982099,370800
682528,66255901,49318200,23962700,3421700
54791,4828900,6468199,14593300,320400
701963,67718700,20393799,27199900,3311399
758277,73165000,36353300,30608100,4006400
748449,72320499,47609701,24335800,3931101
119533,10511801,9224200,28029900,686699
206007,18543200,9018800,15974199,1107599
206929,18563800,9143801,16258000,1066300
730341,71212101,20495600,26042900,27718500
721848,69541399,21540499,27533500,3408100
58112,4643900,11575000,14494901,388900
19538,1594500,7227600,14114300,223901
739301,98786900,22228500,27827301,3626000
108592,9344300,7830000,15290100,540899
564675,54228800,16697001,21396400,2810999
634808,61466799,18592001,24808499,3167400
965627,93163600,54607100,53074099,4691601
148603,13299499,10005600,16008999,818200
683388,66680599,22347300,25346200,3352601
89008,7438900,7872201,13861199,487299
35846,2882900,6599100,14311099,249700
52052,4500800,6563299,14485700,348399
799821,77349000,22217700,51145400,3970100
677244,93658200,42725200,22869999,3195900
82093,6914800,10311499,14639001,452001
948695,91926700,58641401,52044700,4503200
874279,85052299,23609700,55821399,4260099
154780,13690601,7900800,15826400,893700
874709,85070400,25254600,29907100,4135100
635196,61022900,18242301,22915300,3022501
168913,14991601,8198600,15624100,879600
708745,67587701,53290499,26226199,3483400
341116,31102600,12293800,41295701,1544400
392865,34921100,13700100,19315200,1939100
97880,8355800,8760200,14989501,505200
917018,86504400,26272601,27733300,4417199
562997,54150000,20420100,51795700,2668900
174271,15509799,8921300,15044901,999201
932436,89588401,25479001,31583000,4591399
489034,45562700,14647000,46287500,2461400
673344,64098600,20389400,25056200,3167501
619263,59318801,42354400,24725400,2846599
634706,61155799,42243600,23360201,3004901
112273,9442301,7343900,14324301,24851400
279557,25234900,10944700,20484099,1464300
589925,55385600,18214400,22286200,2898301
980899,123827200,44433500,34606300,5037800
409902,37745899,13169801,44832200,2108201
736877,70283399,40253699,32285800,3549500
909482,86226701,52657500,28998200,4505301
56256,4712900,9386201,18367400,360801
851654,82858700,48195000,28905400,3965601
318045,28875299,11395599,17393700,1690100
188776,16799401,8720301,15924299,1046300
870680,84319999,52253500,28620901,4364600
323366,29464800,11160300,20646299,1699400
48656,4123001,6789200,14512800,320300
185263,16879100,9491900,16496300,958401
568376,53745199,17688900,22651099,2869301
108133,9403801,9296000,14633901,544599
82256,6990600,6619700,14546800,450000
481589,44065300,15658000,44617300,2437001
337686,30421100,41508500,17899400,1803901
518053,49155900,15675100,21237400,2565100
922769,87362700,26598300,74521400,4377200
526249,49540300,16762000,21807699,2628301
119163,10344300,31689500,44931800,640900
764856,103228500,21069100,26415000,3537600
12522,938301,6701201,13238700,178000
932840,90032299,26736300,28809801,4461299
825098,79749700,70485500,28525900,3952699
28510,2432101,7259600,13615999,260601
999345,97860800,27189000,33954000,4648100
106889,8831699,9014099,15910499,584100
953456,91813400,26348299,30751400,4508600
748397,72535800,47351799,25955900,3783000
717809,69476000,20719700,26251900,3635900
707539,67877400,20843700,46886700,3455401
440490,39821200,14042300,23278599,2151501
684554,93049400,19168900,24520000,3297801
382283,34483100,15056100,18782700,1824101
493582,45836100,15691001,47866501,2507500
559918,53558599,16965900,31107099,2692601
117331,10210100,7473600,14038700,794700
773862,73963300,47901701,25434901,3714100
201655,18093900,9537801,16361700,1072400
669815,64114800,20058400,24258301,3495501
976287,95659599,28191700,30805601,5097499
33236,2812300,29094700,29651300,246400
993229,124823199,26755299,30416000,4802999
675440,65275400,28712700,25396600,3175800
956893,93715500,26633600,58141501,4492101
963011,93160299,26385799,29586600,4597400
825672,79860100,24302300,26367500,4156701
16060,1217000,6477500,14487200,180800
828889,80708500,51304500,45443800,4041000
196252,17485100,8195000,15494500,1036399
54121,4839100,8402600,15411200,375299
106080,8992500,7490500,30001900,612999
262301,23821300,10577400,17001500,1331600
685499,66085000,19645700,26194599,3244399
801836,78314101,48087100,57910000,28846800
786254,75823300,24303100,26210201,4063800
81652,7092300,7317001,15604000,420300
501900,46647301,15577900,22679900,2458900
975323,96328400,27114600,31772301,4663300
920719,87728000,24302499,29934200,4310501
260297,23606599,10390200,17201000,1421699
643390,61804100,20308101,26290899,3249500
120188,10380000,7476100,14411401,676900
320651,28867200,10401200,17412201,1569401
436847,40455400,66472100,20128100,2141899
916583,86694701,26077799,29092500,4453401
486187,44975500,14872700,20586100,2371000
479672,45071600,16757399,41061600,2420801
393466,35907500,39659300,19045700,1930601
613940,58476100,17735601,24276899,2886999
405378,37058801,12965600,68164000,1930800
935453,90450300,26255999,29766299,4473701
630986,88047000,18924001,24513001,3327000
750091,71906101,22859999,26754399,3447000
295988,26323300,11467901,18298000,1618599
511874,48231300,24905300,21441300,2578300
640423,61180700,47694101,23785900,3070199
948927,91493500,26967499,28972900,4876800
532153,50270700,16351100,45665000,2623700
136566,12253900,7813900,16779100,687900
217352,19742100,9211100,16936700,1159599
775791,76025700,51833000,49732600,3738800
229987,19993400,17008600,16057000,1241300
863676,83805500,30101500,27464399,4238300
586478,55710499,17010600,23410700,2802600
888060,87186300,53471100,30483800,4034200
4880,331699,7355800,13380501,147601
280596,25879300,10131599,19637000,1462200
687661,66492099,21091700,24351600,3325600
294116,26315399,10603700,43296399,1585600
363896,32493400,12416300,18755099,1814201
614753,86604200,18736800,22883100,2926301
158603,14134100,29501400,26747999,895901
126848,11091700,11917400,15104400,634000
1830,113701,5825899,13468500,54301
230588,20166301,8967900,17555800,1244600
478593,43718901,15529500,21433599,2295900
932694,89738900,27517601,60424201,4455600
41156,3518399,9504000,15037499,282200
980116,95091000,29978900,30692000,4845500
672351,63971800,19930000,25227600,3072300
397596,36549601,13572200,19704400,1856700
641807,61751200,53830399,23355599,3132300
813887,78640600,22618001,26277400,4110401
674763,65250500,43447800,45169700,3069400
972170,94035200,54177601,29958100,4634399
801641,77485900,22837800,52214500,3890500
542178,51450800,16482699,46407900,2573300
238633,20991900,26637601,24298000,1237900
171866,15343801,10379099,17151800,928401
774029,74755700,72682701,25543400,3843801
247865,22324400,9993700,17366300,1273800
422295,38487401,14150400,20847900,2118000
423647,38274300,13683699,20857300,2142600
809757,79563601,23971700,53024500,3676800
427140,38994499,13483900,18843200,2086000
166607,14677100,13492999,31228601,871400
894655,87041601,56731900,29976300,4509001
852311,82503700,24144100,27673000,4104800
149327,40336000,8328500,15836399,799700
736560,70333999,20858100,49510699,3410700
815183,78352401,47183300,42288000,4011201
764518,73680400,21706500,56231300,3625000
34972,2782600,7117800,13591700,264101
718486,69924900,29642700,30497699,3515600
795081,78066501,22813099,25624500,4049200
618773,59037400,17651200,46502399,2849401
121582,10612700,7474199,16928100,698700
458597,68920499,14509600,21077301,2234200
875948,85074700,24050100,28589700,4046300
665758,62691800,19624600,24245001,3066800
211700,19433100,9181801,15475400,1156601
316197,28608300,11048100,47082399,1552799
519601,48830800,15562101,22826100,2443600
80673,6839099,8632000,15093400,421000
455313,41899301,14312399,21077701,2239600
645575,62082201,21200200,28317399,3138500
35621,2864101,10089600,14909301,271300
259440,24209400,12294900,17665801,1390300
388868,35330100,43082100,19069901,1895900
455686,42042800,14344300,20234900,2237600
1000,62601,8423500,14702700,25001
325767,29205000,11210200,18924301,1704000
106233,8963399,7104800,16414800,580500
63977,5543701,6793599,15035800,429300
747456,72631601,20796900,27172400,3510600
725145,69504000,49001199,26026100,3407300
841259,81548100,24190400,29765300,4039700
197093,17497700,8672200,15469301,1062300
854938,84660400,25683300,26528300,4008700
541061,51100400,43561500,20859400,2549500
1524,92200,6499899,14127800,44600
853407,83780400,27715400,48612999,4063900
912031,86996100,25781700,35693000,4237401
769959,73257500,48682099,25704700,3785600
33458,2684800,7309400,17676100,247600
730830,69804800,45551100,24276099,3823200
8303,602901,6233300,41258900,199400
388811,34642400,13165199,18535100,1834700
733400,69936001,20030401,50446401,26694200
797567,104717501,22339200,27984301,3945499
505341,47235900,18049901,20897699,2408700
283517,25981501,10339400,16775800,1419400
424014,38738400,14850399,46699800,2045399
731826,71096000,52432900,25300200,3417101
230791,20220299,10373400,16946800,1249300
355964,31754300,58864100,17876500,1849500
737734,71471099,33553800,35775200,3854201
710306,68885401,21461300,27045400,3340100
323056,57437501,11502600,26277100,1608401
462412,42039799,14560501,20117201,2440400
124509,10709900,7463300,15468999,683300
361506,32361000,12930000,18485901,1732500
905787,86819399,25757400,30186000,4790400
823851,80967799,51802100,28400500,3750800
834025,81074300,22938201,28464400,3946900
550819,52552600,20933900,27235400,2558301
700774,68230500,22795600,55627101,3386900
233051,20282101,9930500,17027600,1335000
882917,87921300,24565900,30227600,4264001
72786,6240001,8322900,14787199,454600
817953,80075801,24165799,26281500,3908399
161118,14487501,8201800,15392100,781401
898806,112879700,24168400,75330400,4009000
389726,35650399,12999500,18399599,1985000
934185,90133099,34199300,28693300,4626900
348032,31999699,39360400,18932000,1736801
563033,53073800,16970201,25437900,2773800
865751,85339199,24360500,52623800,4382000
651718,62434100,19404900,26840299,3145700
615118,58519401,45648200,47987200,2964300
347756,32089501,14407300,17647100,1762300
838642,81569100,24242501,28734100,3877200
577949,55442699,19436299,26387601,2850100
127588,11650200,9725701,14475800,699900
56534,4931200,7218700,14439700,349701
387497,34692400,39441900,19302700,1820401
228659,19829000,10189900,15178699,1257900
910628,87051399,48653401,27851101,4412200
762643,73715101,21744300,26120300,3723799
506687,74752601,15026501,20450100,2469599
532799,50363500,25835700,22870100,2542699
868803,85745901,26398799,27053400,4100000
940511,90723200,60323499,31014900,4886600
976289,96158100,27299499,33121700,4773099
968105,93762399,26670401,33078999,4769001
958525,120150601,26072199,52618200,4596801
929086,94129400,49112999,29606700,4439499
170792,15187899,8616101,14818500,941999
46885,3935600,7661500,15044200,311301
857577,84147800,50869500,30815100,4242200
501158,46744800,15662900,23038600,2444899
324731,29362200,11275099,17361800,1679301
968295,95145601,27569999,31583899,4741400
715815,97155200,19415501,48780701,3487500
100938,8711700,8697001,14619100,532500
584082,55475200,16622900,22719700,2826900
354690,32046000,16062500,19322800,2072799
827509,81087601,23024600,58736900,3975000
623941,59759500,18007200,22950499,2980400
651925,62543799,19706100,24846200,3119200
545377,52144701,17754599,22607600,2589000
636705,60958200,21343400,52469299,3038501
41631,3461700,7356700,14239700,289400
445923,41189499,14989399,19748300,2268601
785760,75376101,23268601,28595100,3983900
944857,90658500,27776100,34711300,4573000
188926,17044600,10375900,45658499,1019200
201134,18133100,8520300,16859700,1227300
330824,29464100,36253600,18205700,1662900
193310,17056700,8993800,15397699,914900
256747,23285100,9584700,16069400,1325199
188803,16789901,9438600,15580601,1079301
959589,92354300,26978400,29849501,4715301
100503,8345400,10288000,15206801,526200
712512,97378700,21331500,24610300,3383900
47399,4040300,7590700,14185301,319701
301702,26812600,10903700,17263400,1548300
469378,43164299,15423799,23027600,2382401
357484,31954800,12425500,18143100,1810799
952669,91348800,52927299,28573700,4717599
44049,3767800,22035201,21493599,328500
226245,19995101,8551100,16227301,1353200
716643,69569200,44127600,24916500,3315301
412677,37233000,13123000,20680200,2008600
12288,902900,7590500,13363701,290700
414115,37688000,13089600,18640700,2119800
973924,122449199,26730401,28550700,4838400
927966,87942800,47667301,85506500,49414999
920572,87782600,54054901,28635000,4541399
213706,19173800,8858200,16134900,1172200
494376,45850600,15166800,20940800,2414701
715436,69735900,21086400,50642801,3403301
985108,95483500,55101001,30070100,4604000
719048,68891700,43277100,25520800,3373799
633188,60605101,19164700,23123000,3125900
47541,4155100,8855600,16127500,329700
784858,75823500,22050600,57520799,3881200
867038,84242100,24234801,27814999,4108800
1531,93300,9280200,16493299,36801
172581,15537500,7888299,17880401,911499
653082,62586500,21625700,26407899,3155799
383533,35340700,13313900,19222899,1840601
131012,11383200,7802901,14204600,793700
901649,114750601,25004001,28568801,4299299
561272,53543499,17303400,42387800,2794800
962189,93395900,28370401,30896401,4475100
7923,559700,6482400,13376800,116499
571160,85206099,18195900,24327100,2816500
957285,92529799,31272200,58696100,4555101
366461,32683200,12772801,18271800,1776299
46246,3876000,6697400,14954801,359400
777318,75582401,24743301,53753000,3756100
963198,92663400,28274400,31827100,4820000
25908,1966200,16618000,23618699,263301
624206,59204200,18822101,23480200,2929799
116178,9815300,8615400,14447500,658701
194369,17290100,8510400,15597001,998401
911318,87262401,56852800,28741000,4378101
155256,13748800,8346599,14938699,837300
217191,19617000,8961000,15497301,1075900
296684,26430200,10515999,18228000,1442901
444738,40660300,13729400,21388101,2139600
241399,21178099,9680500,15902000,1178200
405504,36672399,12979100,46198600,1940600
803508,78106999,37685099,30102600,3989899
812232,78720200,23075700,27170801,4221300
29424,2324900,6697201,14752200,258901
283341,26164800,9984799,16706500,1401999
91486,7758600,7057200,15342501,494800
206968,18685301,8574600,16057899,1240099
758914,100936999,21443999,25964100,3819599
387250,35103299,37975300,21987000,1993500
870334,85988101,24322300,31061100,4140401
132437,11598701,13977300,16916100,673600
363984,32750000,12229900,48741699,1734701
393870,35579601,13020699,18989799,1903600
487882,45307600,15957000,21135099,2395601
886505,87237100,49452800,29029300,4346701
375596,33667301,14440801,18646599,1896900
703256,98263400,20548500,25325300,3165399
800346,77934600,24170399,27182799,4100200
693618,71052600,19765499,26550200,3451900
394017,35479399,52493000,19864900,2074300
677094,65004300,20452000,24161400,3208200
23295,1763300,6460201,13146101,231000
9466,684400,5842900,13879200,156600
534685,50231399,16082600,25056900,2797000
200712,18053800,9525100,15630401,1143800
110653,9531200,8888399,16282400,583200
338116,30926001,11847900,18046800,1679301
750841,72847000,50141400,24573601,3618801
645073,61892699,20046500,48015300,2917000
722726,69924900,21272899,35672000,3767299
428386,39064700,13997699,19999001,2067100
933927,120315401,26108401,33867899,4206601
908661,87463799,25908900,28388801,4334800
209172,18785900,8794800,16776000,1140300
532900,49915701,16055201,21604900,2531100
913591,86411400,26124200,29425000,4170400
260622,23637300,10167800,46215301,1565600
554114,52479400,18288000,23948800,2689599
856491,84687800,24097500,57115000,4358699
927494,88539000,25629301,28926500,4680100
394617,35626400,12812600,18998300,1943601
982088,96900799,27412300,59649000,5259400
831963,80604501,27412000,61894001,4235799
271363,29703699,20168600,16188000,1539900
641309,61772999,20782999,23882200,3216300
11185,836700,10462900,14355900,206200
932655,92056900,63962101,29613100,4692900
561311,54183300,17197600,58472899,3045499
217804,19863999,14315800,22098499,1199599
38138,3075301,16516100,30537900,430799
164518,14647299,8271100,24428501,936700
763473,73937199,24244500,46295400,3806001
967041,122474501,26071900,30737200,5035499
610090,57605200,21032100,23296100,2888800
769435,74162499,21575800,26670100,3611900
23619,1753301,8047399,17523500,218700
198729,17780400,8741500,16841000,1067900
603656,85201001,18054500,24495599,2951800
278066,25486900,12395400,18124400,1413199
821788,80787600,24106700,26135300,4017500
777343,75984700,45977000,29078700,3802100
778110,102642100,45657799,25418799,3551801
921518,89872101,26673800,54340599,28524200
685162,65805600,20825701,23891500,3301700
135344,11936400,9482900,42420200,669501
629640,60303901,17803600,46740200,2919100
595488,56761500,18071299,27043200,2956900
350700,31826700,11936400,19667900,1701600
578013,55466200,18276400,23743300,27059401
561561,53670200,45932400,22285300,2684601
158586,14272800,8653101,15747600,811401
659642,63260399,19147400,23991800,3284500
761886,74086000,22729400,51774499,3480700
775306,74765400,58616500,29397001,3710000
285122,26640400,35476299,17243200,1472600
870930,84306499,24623800,32274300,4243399
477923,44431799,15334099,20482700,2378601
785791,75281900,51131299,28620200,3976700
112930,9557100,9425500,15862099,617801
587136,56074299,17547500,23678000,3001501
34902,2864400,8223199,14387500,292901
974105,96438800,70101100,59322100,5317201
791836,75673400,50706300,25792400,3706299
344489,31628500,11576400,18380101,1706301
884316,85701801,25325000,32739901,4417600
781713,74748700,45298099,51817100,3907901
144090,41065000,27309799,34166101,728300
700980,68418400,21529500,25298800,3404500
47483,3894400,7135500,17407300,337400
839735,81657299,25730600,49932300,4274400
115171,9980699,9271001,15323800,636399
419220,38037401,38487399,44890600,2246699
954389,127612901,27023801,29187900,4634601
29192,2308800,7554600,14591601,228300
222826,19679699,9350801,16078000,1164699
331702,29964200,11462001,18353800,1728599
62227,5442900,6659200,13974099,379800
685413,65320500,21313300,27698400,3131300
369153,33022001,40564600,45023399,2075300
151044,13376600,9730300,16794200,983199
146717,13146800,10375000,48721700,721900
56054,4885099,7751201,14036201,385400
897451,85900601,25608900,27367200,4386601
411860,37724200,13680000,20270400,2207999
133317,11617901,8837900,14863400,766500
79258,6705401,10314800,13748700,527600
2830,189500,6560500,19853000,72500
280881,25908699,12474499,16546699,29549000
753859,72015701,21049499,48432900,3554700
608841,58166999,43397200,22172800,2842699
272647,24911301,11255999,16902600,1401001
305668,27847199,18842900,28752200,1673201
133339,11791000,7855799,15190599,697000
960521,92990400,62023800,30097901,4583100
872792,84947600,25390400,58046200,4097300
195294,17377199,9350701,15376000,1068601
255643,23381700,10142999,15851000,1356800
221193,19596600,8660101,16594000,1129800
161532,14256300,7418900,15193200,833400
534948,50380300,16286800,44397900,2625700
194624,17327900,10003800,22187000,1205101
180254,21285100,14066701,36745700,29607800
199067,18016200,14811699,16377800,1138600
392599,36173800,15709801,20834000,2035199
91577,8008201,10101100,16896099,526900
849751,83466500,24229199,69657901,4081900
838937,81272401,46718200,28646999,3939599
556542,53010900,17054800,22488200,2726800
977795,105938599,31155600,90310199,4918600
233087,20312600,9794899,17648601,1214899
465737,43583300,18170400,24039100,2455900
151795,13446400,11601000,18458001,1076400
943411,90174099,26779401,31740500,4644799
151534,13698200,8986601,15246600,788599
664704,64303800,48330100,24647600,3303599
86024,7473199,8762501,43051399,479800
46482,3769000,25604500,26465500,485900
364876,32563500,13088401,19390700,1806000
352772,31632100,14046400,18988800,1842101
599060,56541099,19153700,34301600,3023200
213474,19316100,8867700,16104299,1231800
478564,43867800,16237499,50595099,2360499
945186,91543599,27470499,32836100,4681299
138269,12229000,10094400,17048301,804799
597183,56488901,20986000,26155100,3012400
774816,74205200,23253700,54646300,3753800
33246,2618500,9426999,14943400,252000
7203,499900,6576199,13934300,116100
189345,16881400,40996400,46846299,1635400
894055,86558699,24866101,29270700,4407500
361605,32372701,14051301,22041500,1831200
602375,57066200,19511000,24742600,2962999
109630,9345300,12262701,15517300,32698600
6544,523300,9666700,14819100,139700
896671,87223000,26862800,32080701,4467500
197014,18027799,9323400,15671300,978801
972300,94651500,26603900,30275700,4930000
640193,62251700,49408800,26189000,3280501
283969,26325501,14680501,18263900,1476700
517943,48634100,18015701,24207801,2624099
536484,50909100,16571500,23862900,2443501
186728,16713299,9906300,17207400,1046500
420734,37823599,13937700,19666300,2069300
223916,20070800,41109301,20692400,1441000
109570,9513700,36058401,14496501,616200
426069,38697799,14773100,21164400,2124399
958014,94320601,28923700,46459301,4854000
180808,16148900,8951300,15156599,946800
959849,94231600,70360100,36853500,4655500
685171,66337900,21843600,52938200,3257900
883878,86995100,27214900,34397199,4271200
913710,87101301,54166001,55839300,4431701
155235,13829200,10675900,16170601,721599
118690,10677099,8150600,14950800,607600
695031,67513300,20304000,49522800,3365701
419009,37807000,15203400,23629300,2230300
661990,64430000,22387199,52941499,3154301
965170,93083000,28261100,29097200,4751801
497331,46466901,17871700,21471600,2420100
596397,57019800,43492200,22711900,3162800
50131,4307100,27151499,13696500,325801
185533,16532899,32771999,58429500,983900
524921,49422100,15721700,47044901,27388799
589521,56418399,16983701,24577200,2817400
910168,87095400,26281900,30974100,4328001
953057,92996600,54557999,32376300,4484299
592242,56529000,18375800,23079400,2811300
604808,57440699,17522500,23749901,3017699
357364,32286000,14607200,19736300,1730300
638232,60904400,46575701,22650400,3087900
368804,32809200,12535601,19897101,1938899
503955,47026099,17434899,20909300,2502899
265114,24338001,11456599,18519200,1405700
277558,24797001,10446600,17860099,1379900
823524,81532300,54305100,51635100,4037900
393380,34938100,12809701,20049001,2002300
884335,85785000,26127099,31282500,4426200
597503,57086999,18973500,49041099,2991400
106792,9334200,25823699,23908100,618900
851721,110679801,23928701,28337200,4211800
364334,32418400,13410000,18779100,1856400
280291,25530500,11836400,18887101,1679200
921082,87962600,27142999,29737300,4290700
795124,106187600,23233101,29631100,3637200
876971,84565400,25231700,28622700,4192900
350808,31719600,13118300,33647799,28073101
272393,24842901,10757801,18385700,1467099
922595,116129799,49192900,28440600,4351699
665973,64129199,21390599,47533799,3134000
201553,18129500,8452699,16998001,1091599
644570,61806900,19203600,24793699,3203699
151984,13533400,9423800,15056900,746200
687380,66415501,30975400,26864900,3250100
193824,17239400,9560300,15042601,981699
263388,24120900,22029199,25179800,1237499
203127,18606900,8634599,15109000,1157099
747121,72571501,22929900,26306699,27876901
708773,69346799,49912200,49942499,3330701
959448,93576600,27297800,31819200,4616400
318047,28781499,25316501,30628900,1636401
103445,8755100,8311401,14949500,542200
193714,17215800,8433000,15496000,1080500
369095,32835100,14463300,18714199,2163300
92807,7699400,6790901,13884200,501300
492362,45506300,15626700,23078500,2470501
10109,736901,6362300,13112401,156099
704125,67092700,19987300,26057999,3413100
458767,42395100,14227699,19903300,2264500
432862,39489799,14520201,43690800,2199300
742400,99681800,20461601,50952499,3623500
897604,86305800,25352100,30410199,4356600
301440,26960099,11489200,18236300,1527300
909957,86312600,61381400,32188401,4204400
654449,61876900,19142701,24066299,27047701
917444,86497900,28870700,31566700,4839800
304345,27601001,12232599,17273499,1666900
1118,72200,6104300,14441599,32201
383513,34627199,42535801,20026000,1954400
968413,93551400,26470301,31171200,4640201
965303,93815600,28966501,32464299,4839600
197006,17765000,9165400,17234200,1092900
661460,90181300,19591800,24081400,3340700
14551,1192000,7481201,42043101,185899
629344,59503300,19474100,23274601,3112099
429833,38682801,13587200,47035700,2203600
52004,4464100,7995100,13665400,336200
632305,60189701,18245499,23912200,3128201
848108,82865300,47737100,29241401,3974900
206447,18550000,8574899,16424300,1047200
448817,41545800,14829400,21470700,2155700
181846,16248000,9688400,15415599,1074700
485328,44950899,17915300,21577701,2470901
130578,11502100,8167201,14736500,676300
151265,41291801,8482000,15309600,808399
839597,81325201,48443200,28564400,4200000
757192,75946700,49947500,26060600,3706599
566998,54223401,17612800,24084000,2802299
720208,100383401,21290800,46197801,3744401
303823,27200701,12462400,34307800,1477099
755872,74131601,27894600,26601400,4318500
926450,88280200,26816000,57808300,4341200
283756,26380600,36102500,18319800,1326600
542996,51340500,42492700,39271000,2669901
856736,83061200,31472000,35896400,4747899
132819,11763600,23669900,23322500,797999
801136,79675400,104933300,68047699,4472100
76550,6639901,42989901,64975701,440000
64530,5494100,43955100,42641100,419001
421791,38070000,46196400,32965500,2097501
531259,49867301,47360500,57777200,2657700
200183,17951900,16451000,63243400,1085600
689905,66710900,60986500,37481799,3858200
46486,3885500,20636700,61703600,333700
773900,75174699,32777200,37364300,3973600
795311,78148000,33085100,42074200,3848600
965168,94112799,33658100,95373200,4706899
686613,65123300,35158301,85284700,3435099
889629,85531300,27730100,48659099,4186000
440445,40010901,31079999,42295099,2209400
84772,7211400,8437900,43179100,443200
214965,19336600,63642900,39924499,1238900
579609,55217500,34781000,36394000,2784000
961710,95558400,44766900,47129200,4638500
603086,57712100,18553000,51281300,3169601
366032,32517600,47670600,22530000,1880301
148026,13063200,12537999,24000401,855400
987100,98434799,52822200,47770599,4816300
170633,17811400,12356700,24778101,927001
499171,46496700,42854501,40082301,2394501
731331,71608001,53937701,80816200,3834101
520542,54998500,19338201,75659400,3259900
614924,58569301,37796400,47450300,3156300
681679,66098500,49017499,24784100,3414101
169175,15149899,11677000,57149100,26172101
448157,43758299,16783400,38929400,2408400
212189,20660500,9794700,35231800,1248400
778938,74395300,25127399,52320200,4100500
900213,87549900,26358500,34767801,4639200
666886,95594200,38898000,42933100,3346101
431123,39522101,18201100,39355900,2071800
746322,72011799,37746799,31898800,4043500
719185,70762501,26944101,59661500,3633000
812699,79708500,23187600,29506001,4218700
374534,33691301,14624700,19274700,1966701
359026,32306500,18020501,22687800,1849700
677967,65532199,20786500,55941500,3233200
210212,18878800,9400801,17688800,1120901
888725,86441501,32729700,38319400,4335199
929117,89042701,26358700,31498900,4835100
823006,80228901,51059001,26464600,4087099
745220,73111400,21723600,27381600,3560300
483475,44884400,14587800,21239600,2396801
864870,84664200,25114499,57256901,4225100
48815,4028801,8035201,15201700,329600
26342,2030500,7121400,15108101,396200
935694,90417200,26563600,29719001,4422700
569906,54180600,21068401,25604500,2724400
568273,54114600,19217400,21847400,2742199
755094,100708600,55187101,26923400,3607300
